"dict_address","dict_adjective","dict_adverb","dict_first_name","dict_noun","dict_preposition","dict_pronoun","dict_surname","dict_verb","past_participle","past_tense",plural,"present_tense",term
,,,dulce,,,dulce,,,,,,,dulce
,,,,dump,,,,dump,,,,,dump
,,,,,,,,dumped,,True,,,dumped
,,,,,,,,dumping,,,,True,dumping
,,,,dumps,,,,,,,True,,dumps
,,,duncan,,,,duncan,,,,,,duncan
,,,,,,,dunlap,,,,,,dunlap
,,,,,,,dunn,,,,,,dunn
,,,,,,,duran,,,,,,duran
,,,,,,,durham,,,,,,durham
,,,,,during,,,,,,,,during
,,,,dust,,,,dust,,,,,dust
,,,,,,,,dusted,,True,,,dusted
,,,dustin,,,,,,,,,,dustin
,,,,,,,,dusting,,,,True,dusting
,,,,dusts,,,,,,,True,,dusts
,,,,duties,,,,,,,True,,duties
,,,,duty,,,,,,,,,duty
dv,,,,,,,,,,,,,dv
dvd,,,,,,,,,,,,,dvd
,,,dwayne,,,,,,,,,,dwayne
,,,,,,,dyer,,,,,,dyer
,,,dylan,,,dylan,,,,,,,dylan
,each,each,,,,,,,,,,,each
,,,,ear,,,,,,,,,ear
,,early,,,,,,,,,,,early
,,,,,,,,earn,,,,,earn
,,,,,,,,earned,,True,,,earned
,,,,,,,,earning,,,,True,earning
,,,,ears,,,,,,,True,,ears
,,,,earth,,,,earth,,,,,earth
,,,,,,,,earthed,,True,,,earthed
,,,,,,,,earthing,,,,True,earthing
,,,,earths,,,,,,,True,,earths
,,,,ease,,,,ease,,,,,ease
,,,,,,,,eased,,True,,,eased
,,,,eases,,,,,,,True,,eases
,,easily,,,,,,,,,,,easily
,,,,,,,,easing,,,,True,easing
,,,eason,,,,,,,,,,eason
,east,,,east,,,,,,,,,east
,eastern,,,,,,,,,,,,eastern
,,,easton,,,,,,,,,,easton
,,,,easts,,,,,,,True,,easts
,easy,easy,,,,,,,,,,,easy
,,,,eat,,,,eat,,,,,eat
,,,,,,,,eated,,True,,,eated
,,,,,,,,eaten,True,,,,eaten
,,,,,,,,eating,,,,True,eating
,,,,,,,eaton,,,,,,eaton
,,,,eats,,,,,,,True,,eats
,,,,economics,,,,,,,,,economics
,,,,economicses,,,,,,,True,,economicses
,,,,economies,,,,,,,True,,economies
,economy,,,economy,,,,,,,,,economy
,,,eddie,,,,,,,,,,eddie
,,,eden,,,eden,,,,,,,eden
,,,edgar,,,,,,,,,,edgar
,,,,edge,,,,edge,,,,,edge
,,,,,,,,edged,,True,,,edged
,,,,edges,,,,,,,True,,edges
,,,,,,,,edging,,,,True,edging
,,,edison,,,,,,,,,,edison
,,,edith,,,edith,,,,,,,edith
,,,,editor,,,,,,,,,editor
,,,,editors,,,,,,,True,,editors
,,,eduardo,,,,,,,,,,eduardo
,,,,education,,,,,,,,,education
,educational,,,,,,,,,,,,educational
,,,,educations,,,,,,,True,,educations
,,,edward,,,,,,,,,,edward
,,,,,,,edwards,,,,,,edwards
,,,edwin,,,,,,,,,,edwin
,,,,effect,,,,effect,,,,,effect
,,,,,,,,effected,,True,,,effected
,,,,,,,,effecting,,,,True,effecting
,effective,,,effective,,,,,,,,,effective
,,effectively,,,,,,,,,,,effectively
,,,,effectives,,,,,,,True,,effectives
,,,,effects,,,,,,,True,,effects
,,,,efficiencies,,,,,,,True,,efficiencies
,,,,efficiency,,,,,,,,,efficiency
,efficient,,,,,,,,,,,,efficient
,,,,effort,,,,,,,,,effort
,,,,efforts,,,,,,,True,,efforts
,,,,egg,,,,egg,,,,,egg
,,,,,,,,egged,,True,,,egged
,,,,,,,,egging,,,,True,egging
,,,,eggs,,,,,,,True,,eggs
,,,egypt,,,egypt,,,,,,,egypt
,,,eileen,,,eileen,,,,,,,eileen
,either,,,,,,,,,,,,either
,,,elaina,,,elaina,,,,,,,elaina
,,,elaine,,,elaine,,,,,,,elaine
,,,eleanor,,,eleanor,,,,,,,eleanor
,,,,election,,,,,,,,,election
,,,,elections,,,,,,,True,,elections
,electrical,,,,,,,,,,,,electrical
,electronic,,,,,,,,,,,,electronic
,,,elena,,,elena,,,,,,,elena
,,,,elevator,,,,,,,,,elevator
,,,,elevators,,,,,,,True,,elevators
,,,eli,,,,,,,,,,eli
,,,elian,,,,,,,,,,elian
,,,eliana,,,eliana,,,,,,,eliana
,,,elianna,,,elianna,,,,,,,elianna
,,,elias,,,,,,,,,,elias
,,,eliezer,,,,,,,,,,eliezer
,,,elijah,,,,,,,,,,elijah
,,,elisa,,,elisa,,,,,,,elisa
,,,elisabeth,,,elisabeth,,,,,,,elisabeth
,,,elise,,,elise,,,,,,,elise
,,,eliseo,,,,,,,,,,eliseo
,,,elisha,,,,,,,,,,elisha
,,,eliza,,,eliza,,,,,,,eliza
,,,elizabeth,,,elizabeth,,,,,,,elizabeth
,,,ella,,,ella,,,,,,,ella
,,,elle,,,elle,,,,,,,elle
,,,ellen,,,ellen,,,,,,,ellen
,,,elliana,,,elliana,,,,,,,elliana
,,,ellianna,,,ellianna,,,,,,,ellianna
,,,ellie,,,ellie,,,,,,,ellie
,,,elliot,,,elliot,,,,,,,elliot
,,,elliott,,,elliott,elliott,,,,,,elliott
,,,ellis,,,ellis,ellis,,,,,,ellis
,,,ellison,,,ellison,ellison,,,,,,ellison
,,,eloise,,,eloise,,,,,,,eloise
,,,elora,,,elora,,,,,,,elora
,,,elsa,,,elsa,,,,,,,elsa
,,else,,,,,,,,,,,else
,,elsewhere,,,,,,,,,,,elsewhere
,,,elsie,,,elsie,,,,,,,elsie
,,,elyse,,,elyse,,,,,,,elyse
,,,,email,,,,,,,,,email
,,,emanuel,,,,,,,,,,emanuel
,embarrassed,,,,,,,,,,,,embarrassed
,,,ember,,,ember,,,,,,,ember
,,,emberly,,,emberly,,,,,,,emberly
,,,emelia,,,emelia,,,,,,,emelia
,,,emely,,,emely,,,,,,,emely
,,,emerald,,,emerald,,,,,,,emerald
,,,,emergencies,,,,,,,True,,emergencies
,emergency,,,emergency,,,,,,,,,emergency
,,,emerie,,,emerie,,,,,,,emerie
,,,emerson,,,emerson,,,,,,,emerson
,,,emersyn,,,emersyn,,,,,,,emersyn
,,,emery,,,emery,,,,,,,emery
,,,emilee,,,emilee,,,,,,,emilee
,,,emilia,,,emilia,,,,,,,emilia
,,,emiliano,,,,,,,,,,emiliano
,,,emilio,,,,,,,,,,emilio
,,,emily,,,emily,,,,,,,emily
,,,emma,,,emma,,,,,,,emma
,,,emmaline,,,emmaline,,,,,,,emmaline
,,,emmalyn,,,emmalyn,,,,,,,emmalyn
,,,emmalynn,,,emmalynn,,,,,,,emmalynn
,,,emmanuel,,,,,,,,,,emmanuel
,,,emmeline,,,emmeline,,,,,,,emmeline
,,,emmet,,,,,,,,,,emmet
,,,emmett,,,,,,,,,,emmett
,,,emmie,,,emmie,,,,,,,emmie
,,,emmitt,,,,,,,,,,emmitt
,,,emmy,,,emmy,,,,,,,emmy
,,,emory,,,emory,,,,,,,emory
,,,,emotion,,,,,,,,,emotion
,emotional,,,,,,,,,,,,emotional
,,,,emotions,,,,,,,True,,emotions
,,,,emphasis,,,,,,,,,emphasis
,,,,emphasises,,,,,,,True,,emphasises
,,,,,,,,emphasize,,,,,emphasize
,,,,,,,,emphasized,,True,,,emphasized
,,,,,,,,emphasizing,,,,True,emphasizing
,,,,employ,,,,employ,,,,,employ
,,,,,,,,employed,,True,,,employed
,,,,employee,,,,,,,,,employee
,,,,employees,,,,,,,True,,employees
,,,,employer,,,,,,,,,employer
,,,,employers,,,,,,,True,,employers
,,,,,,,,employing,,,,True,employing
,,,,employment,,,,,,,,,employment
,,,,employments,,,,,,,True,,employments
,,,,employs,,,,,,,True,,employs
,empty,,,,,,,empty,,,,,empty
,,,,,,,,emptyed,,True,,,emptyed
,,,,,,,,emptying,,,,True,emptying
,,,,,,,,enable,,,,,enable
,,,,,,,,enabled,,True,,,enabled
,,,,,,,,enabling,,,,True,enabling
,,,,,,,,encourage,,,,,encourage
,,,,,,,,encouraged,,True,,,encouraged
,,,,,,,,encouraging,,,,True,encouraging
,,,,,,,,encouraginged,,True,,,encouraginged
,,,,,,,,encouraginging,,,,True,encouraginging
,,,,end,,,,end,,,,,end
,,,,,,,,ended,,True,,,ended
,,,,,,,,ending,,,,True,ending
,,,,ends,,,,,,,True,,ends
,,,,energies,,,,,,,True,,energies
,,,,energy,,,,,,,,,energy
,,,,,,,,engage,,,,,engage
,,,,,,,,engaged,,True,,,engaged
,,,,,,,,engaging,,,,True,engaging
,,,,engine,,,,,,,,,engine
,,,,engineer,,,,engineer,,,,,engineer
,,,,,,,,engineered,,True,,,engineered
,,,,engineering,,,,engineering,,,,True,engineering
,,,,engineerings,,,,,,,True,,engineerings
,,,,engineers,,,,,,,True,,engineers
,,,,engines,,,,,,,True,,engines
,,,,,,,english,,,,,,english
,,,,,,,,enhance,,,,,enhance
,,,,,,,,enhanced,,True,,,enhanced
,,,,,,,,enhancing,,,,True,enhancing
,,,,,,,,enjoy,,,,,enjoy
,,,,,,,,enjoyed,,True,,,enjoyed
,,,,,,,,enjoying,,,,True,enjoying
,,,enoch,,,,,,,,,,enoch
,enough,enough,,,,,,,,,,,enough
,,,enrique,,,,,,,,,,enrique
,,,,,,,enriquez,,,,,,enriquez
,,,ensley,,,ensley,,,,,,,ensley
,,,,,,,,ensure,,,,,ensure
,,,,,,,,ensured,,True,,,ensured
,,,,,,,,ensuring,,,,True,ensuring
,,,,,,,,enter,,,,,enter
,,,,,,,,entered,,True,,,entered
,,,,,,,,entering,,,,True,entering
,,,,entertainment,,,,,,,,,entertainment
,,,,entertainments,,,,,,,True,,entertainments
,,,,enthusiasm,,,,,,,,,enthusiasm
,,,,enthusiasms,,,,,,,True,,enthusiasms
,entire,,,,,,,,,,,,entire
,,,,entrance,,,,entrance,,,,,entrance
,,,,,,,,entranced,,True,,,entranced
,,,,entrances,,,,,,,True,,entrances
,,,,,,,,entrancing,,,,True,entrancing
,,,,entries,,,,,,,True,,entries
,,,,entry,,,,,,,,,entry
,,,,environment,,,,,,,,,environment
,environmental,,,,,,,,,,,,environmental
,,,,environments,,,,,,,True,,environments
,,,enzo,,,,,,,,,,enzo
,,,ephraim,,,,,,,,,,ephraim
,equal,,,equal,,,,,,,,,equal
,,equally,,,,,,,,,,,equally
,,,,equals,,,,,,,True,,equals
,,,,equipment,,,,,,,,,equipment
,,,,equipments,,,,,,,True,,equipments
,equivalent,,,equivalent,,,,,,,,,equivalent
,,,,equivalents,,,,,,,True,,equivalents
,,,eric,,,,,,,,,,eric
,,,erica,,,erica,,,,,,,erica
,,,erick,,,,,,,,,,erick
,,,,,,,erickson,,,,,,erickson
,,,erik,,,,,,,,,,erik
,,,erika,,,erika,,,,,,,erika
,,,erin,,,erin,,,,,,,erin
,,,ernest,,,,,,,,,,ernest
,,,ernesto,,,,,,,,,,ernesto
,,,,error,,,,,,,,,error
,,,,errors,,,,,,,True,,errors
,,,,escape,,,,escape,,,,,escape
,,,,,,,,escaped,,True,,,escaped
,,,,escapes,,,,,,,True,,escapes
,,,,,,,,escaping,,,,True,escaping
,,,,,,,escobar,,,,,,escobar
,,,esme,,,esme,,,,,,,esme
,,,esmeralda,,,esmeralda,,,,,,,esmeralda
,,,,,,,esparza,,,,,,esparza
,,especially,,,,,,,,,,,especially
,,,esperanza,,,esperanza,,,,,,,esperanza
,,,,,,,espinosa,,,,,,espinosa
,,,,,,,espinoza,,,,,,espinoza
,,,,,,,esquivel,,,,,,esquivel
,,,,essay,,,,essay,,,,,essay
,,,,,,,,essayed,,True,,,essayed
,,,,,,,,essaying,,,,True,essaying
,,,,essays,,,,,,,True,,essays
,,essentially,,,,,,,,,,,essentially
est,,,,,,,,,,,,,est
,,,,,,,,establish,,,,,establish
,,,,,,,,established,,True,,,established
,,,,,,,,establishing,,,,True,establishing
,,,,establishment,,,,,,,,,establishment
,,,,establishments,,,,,,,True,,establishments
estate,,,,estate,,,,,,,,,estate
estates,,,,estates,,,,,,,True,,estates
,,,esteban,,,,,,,,,,esteban
,,,estella,,,estella,,,,,,,estella
,,,estelle,,,estelle,,,,,,,estelle
,,,,,,,estes,,,,,,estes
,,,esther,,,esther,,,,,,,esther
,,,,estimate,,,,estimate,,,,,estimate
,,,,,,,,estimated,,True,,,estimated
,,,,estimates,,,,,,,True,,estimates
,,,,,,,,estimating,,,,True,estimating
,,,,,,,estrada,,,,,,estrada
,,,estrella,,,estrella,,,,,,,estrella
ests,,,,,,,,,,,,,ests
,,,ethan,,,,,,,,,,ethan
,,,eugene,,,,,,,,,,eugene
,,,eva,,,eva,,,,,,,eva
,,,evalyn,,,evalyn,,,,,,,evalyn
,,,evan,,,,,,,,,,evan
,,,evangeline,,,evangeline,,,,,,,evangeline
,,,,,,,evans,,,,,,evans
,,,eve,,,eve,,,,,,,eve
,,,evelyn,,,evelyn,,,,,,,evelyn
,,,evelynn,,,evelynn,,,,,,,evelynn
,even,,,,,,,even,,,,,even
,,,,,,,,evened,,True,,,evened
,evening,,,evening,,,,evening,,,,True,evening
,,,,evenings,,,,,,,True,,evenings
,,,,event,,,,,,,,,event
,,,,events,,,,,,,True,,events
,,eventually,,,,,,,,,,,eventually
,,ever,,,,,,,,,,,ever
,,,everett,,,,everett,,,,,,everett
,,,everlee,,,everlee,,,,,,,everlee
,,,everleigh,,,everleigh,,,,,,,everleigh
,,,everly,,,everly,,,,,,,everly
,every,,,,,,,,,,,,every
,,,,,,everybody,,,,,,,everybody
,,,,,,everyone,,,,,,,everyone
,,,,,,everything,,,,,,,everything
,,everywhere,,,,,,,,,,,everywhere
,,,,evidence,,,,evidence,,,,,evidence
,,,,,,,,evidenced,,True,,,evidenced
,,,,evidences,,,,,,,True,,evidences
,,,,,,,,evidencing,,,,True,evidencing
,,,evie,,,evie,,,,,,,evie
,exact,,,,,,,exact,,,,,exact
,,,,,,,,exacted,,True,,,exacted
,,,,,,,,exacting,,,,True,exacting
,,exactly,,,,,,,,,,,exactly
,,,,exam,,,,,,,,,exam
,,,,examination,,,,,,,,,examination
,,,,examinations,,,,,,,True,,examinations
,,,,,,,,examine,,,,,examine
,,,,,,,,examined,,True,,,examined
,,,,,,,,examining,,,,True,examining
,,,,example,,,,example,,,,,example
,,,,,,,,exampled,,True,,,exampled
,,,,examples,,,,,,,True,,examples
,,,,,,,,exampling,,,,True,exampling
,,,,exams,,,,,,,True,,exams
,excellent,,,,,,,,,,,,excellent
,,,,,except,,,,,,,,except
,,,,exchange,,,,exchange,,,,,exchange
,,,,,,,,exchanged,,True,,,exchanged
,,,,exchanges,,,,,,,True,,exchanges
,,,,,,,,exchanging,,,,True,exchanging
,,,,excitement,,,,,,,,,excitement
,,,,excitements,,,,,,,True,,excitements
,exciting,,,,,,,,,,,,exciting
,,,,excuse,,,,excuse,,,,,excuse
,,,,,,,,excused,,True,,,excused
,,,,excuses,,,,,,,True,,excuses
,,,,,,,,excusing,,,,True,excusing
,,,,exercise,,,,exercise,,,,,exercise
,,,,,,,,exercised,,True,,,exercised
,,,,exercises,,,,,,,True,,exercises
,,,,,,,,exercising,,,,True,exercising
,,,,,,,,exist,,,,,exist
,,,,,,,,existed,,True,,,existed
,existing,,,,,,,existing,,,,True,existing
,,,,exit,,,,exit,,,,,exit
,,,,,,,,exited,,True,,,exited
,,,,,,,,exiting,,,,True,exiting
,,,,exits,,,,,,,True,,exits
exp,,,,,,,,,,,,,exp
,,,,,,,,expand,,,,,expand
,,,,,,,,expanded,,True,,,expanded
,,,,,,,,expanding,,,,True,expanding
,,,,,,,,expect,,,,,expect
,,,,,,,,expected,,True,,,expected
,,,,,,,,expecting,,,,True,expecting
,expensive,,,,,,,,,,,,expensive
,,,,experience,,,,experience,,,,,experience
,,,,,,,,experienced,,True,,,experienced
,,,,,,,,experienceded,,True,,,experienceded
,,,,experiences,,,,,,,True,,experiences
,,,,,,,,experiencing,,,,True,experiencing
,expert,,,expert,,,,,,,,,expert
,,,,experts,,,,,,,True,,experts
,,,,,,,,explain,,,,,explain
,,,,,,,,explained,,True,,,explained
,,,,,,,,explaining,,,,True,explaining
,,,,explanation,,,,,,,,,explanation
,,,,explanations,,,,,,,True,,explanations
,,,,,,,,explore,,,,,explore
,,,,,,,,explored,,True,,,explored
,,,,,,,,exploring,,,,True,exploring
,,,,,,,,expose,,,,,expose
,,,,,,,,exposed,,True,,,exposed
,,,,,,,,exposing,,,,True,exposing
expr,,,,,,,,,,,,,expr
express,express,,,,,,,express,,,,,express
,,,,,,,,expressed,,True,,,expressed
,,,,,,,,expressing,,,,True,expressing
,,,,expression,,,,,,,,,expression
,,,,expressions,,,,,,,True,,expressions
expressway,,,,,,,,,,,,,expressway
expw,,,,,,,,,,,,,expw
expy,,,,,,,,,,,,,expy
ext,,,,,,,,,,,,,ext
,,,,,,,,extend,,,,,extend
,,,,,,,,extended,,True,,,extended
,,,,,,,,extending,,,,True,extending
extension,extension,,,extension,,,,,,,,,extension
extensions,,,,extensions,,,,,,,True,,extensions
,,,,extent,,,,,,,,,extent
,,,,extents,,,,,,,True,,extents
,external,,,external,,,,,,,,,external
,,,,externals,,,,,,,True,,externals
extn,,,,,,,,,,,,,extn
extnsn,,,,,,,,,,,,,extnsn
,extra,extra,,,,,,,,,,,extra
,extreme,,,extreme,,,,,,,,,extreme
,,extremely,,,,,,,,,,,extremely
,,,,extremes,,,,,,,True,,extremes
exts,,,,,,,,,,,,,exts
,,,,eye,,,,eye,,,,,eye
,,,,,,,,eyed,,True,,,eyed
,,,,eyes,,,,,,,True,,eyes
,,,,,,,,eying,,,,True,eying
,,,ezekiel,,,,,,,,,,ezekiel
,,,ezequiel,,,,,,,,,,ezequiel
,,,ezra,,,,,,,,,,ezra
,,,fabian,,,,,,,,,,fabian
,,,,face,,,,face,,,,,face
,,,,,,,,faced,,True,,,faced
,,,,faces,,,,,,,True,,faces
,,,,,,,,facing,,,,True,facing
,,,,fact,,,,,,,,,fact
,,,,factor,,,,factor,,,,,factor
,,,,,,,,factored,,True,,,factored
,,,,,,,,factoring,,,,True,factoring
,,,,factors,,,,,,,True,,factors
,,,,facts,,,,,,,True,,facts
,,,,fail,,,,fail,,,,,fail
,,,,,,,,failed,,True,,,failed
,,,,,,,,failing,,,,True,failing
,,,,fails,,,,,,,True,,fails
,,,,failure,,,,,,,,,failure
,,,,failures,,,,,,,True,,failures
,fair,fair,,,,,,,,,,,fair
,,fairly,,,,,,,,,,,fairly
,,,faith,,,faith,,,,,,,faith
fall,,,,fall,,,,fall,,,,,fall
,,,,,,,,falled,,True,,,falled
,,,,,,,,fallen,True,,,,fallen
,,,,,,,,falling,,,,True,falling
falls,,,,falls,,,,,,,True,,falls
,false,false,,,,,,,,,,,false
,familiar,,,familiar,,,,,,,,,familiar
,,,,familiars,,,,,,,True,,familiars
,,,,families,,,,,,,True,,families
,,,,family,,,,,,,,,family
,famous,,,,,,,,,,,,famous
,,,,fan,,,,fan,,,,,fan
,,,,,,,,faned,,True,,,faned
,,,,,,,,faning,,,,True,faning
,,,,fans,,,,,,,True,,fans
,far,far,,,,,,,,,,,far
,,,,,,,farley,,,,,,farley
,,,,farm,,,,farm,,,,,farm
,,,,,,,,farmed,,True,,,farmed
,,,,farmer,,,farmer,,,,,,farmer
,,,,farmers,,,,,,,True,,farmers
,,,,,,,,farming,,,,True,farming
,,,,farms,,,,,,,True,,farms
,,,,,,,farrell,,,,,,farrell
,fast,fast,,,,,,,,,,,fast
,fat,,,fat,,,,,,,,,fat
,,,,father,,,,father,,,,,father
,,,,,,,,fathered,,True,,,fathered
,,,,,,,,fathering,,,,True,fathering
,,,,fathers,,,,,,,True,,fathers
,,,fatima,,,fatima,,,,,,,fatima
,,,,fats,,,,,,,True,,fats
,,,,,,,faulkner,,,,,,faulkner
,,,,fault,,,,fault,,,,,fault
,,,,,,,,faulted,,True,,,faulted
,,,,,,,,faulting,,,,True,faulting
,,,,faults,,,,,,,True,,faults
,,,faye,,,faye,,,,,,,faye
,,,,fear,,,,fear,,,,,fear
,,,,,,,,feared,,True,,,feared
,,,,,,,,fearing,,,,True,fearing
,,,,fears,,,,,,,True,,fears
,,,,feature,,,,feature,,,,,feature
,,,,,,,,featured,,True,,,featured
,,,,features,,,,,,,True,,features
,,,,,,,,featuring,,,,True,featuring
,federal,,,,,,,,,,,,federal
,,,,fee,,,,fee,,,,,fee
,,,,feed,,,,feed,,True,,,feed
,,,,feedback,,,,,,,,,feedback
,,,,feedbacks,,,,,,,True,,feedbacks
,,,,,,,,feeded,,True,,,feeded
,,,,feeds,,,,,,,True,,feeds
,,,,,,,,feeing,,,,True,feeing
,,,,feel,,,,feel,,,,,feel
,,,,,,,,feeled,,True,,,feeled
,feeling,,,feeling,,,,feeling,,,,True,feeling
,,,,feelings,,,,,,,True,,feelings
,,,,feels,,,,,,,True,,feels
,,,,fees,,,,,,,True,,fees
,,,felicity,,,felicity,,,,,,,felicity
,,,felipe,,,,,,,,,,felipe
,,,felix,,,,felix,,,,,,felix
,,,,,,,,fell,,True,,,fell
,,,,,,,,felt,True,,,,felt
,female,,,female,,,,,,,,,female
,,,,females,,,,,,,True,,females
,,,,,,,ferguson,,,,,,ferguson
,,,fernanda,,,fernanda,,,,,,,fernanda
,,,,,,,fernandez,,,,,,fernandez
,,,fernando,,,,,,,,,,fernando
ferry,,,,,,,,,,,,,ferry
,few,,,few,,,,,,,,,few
,,,,fews,,,,,,,True,,fews
field,,,,field,,,,field,,,,,field
,,,,,,,,fielded,,True,,,fielded
,,,,,,,,fielding,,,,True,fielding
fields,,,,fields,,,fields,,,,True,,fields
,,,,fight,,,,fight,,,,,fight
,,,,,,,,fighted,,True,,,fighted
,,,,,,,,fighting,,,,True,fighting
,,,,fights,,,,,,,True,,fights
,,,,,,,figueroa,,,,,,figueroa
,,,,figure,,,,figure,,,,,figure
,,,,,,,,figured,,True,,,figured
,,,,figures,,,,,,,True,,figures
,,,,,,,,figuring,,,,True,figuring
,,,,file,,,,file,,,,,file
,,,,,,,,filed,,True,,,filed
,,,,files,,,,,,,True,,files
,,,,,,,,filing,,,,True,filing
,,,,fill,,,,fill,,,,,fill
,,,,,,,,filled,,True,,,filled
,,,,,,,,filling,,,,True,filling
,,,,fills,,,,,,,True,,fills
,,,,film,,,,film,,,,,film
,,,,,,,,filmed,,True,,,filmed
,,,,,,,,filming,,,,True,filming
,,,,films,,,,,,,True,,films
,final,,,final,,,,,,,,,final
,,finally,,,,,,,,,,,finally
,,,,finals,,,,,,,True,,finals
,,,,finance,,,,finance,,,,,finance
,,,,,,,,financed,,True,,,financed
,,,,finances,,,,,,,True,,finances
,financial,,,,,,,,,,,,financial
,,,,,,,,financing,,,,True,financing
,,,,,,,,find,,,,,find
,,,,,,,,finded,,True,,,finded
,,,,finding,,,,finding,,,,True,finding
,,,,findings,,,,,,,True,,findings
,fine,fine,,,,,,,,,,,fine
,,,,finger,,,,finger,,,,,finger
,,,,,,,,fingered,,True,,,fingered
,,,,,,,,fingering,,,,True,fingering
,,,,fingers,,,,,,,True,,fingers
,,,,finish,,,,finish,,,,,finish
,,,,,,,,finished,,True,,,finished
,,,,,,,,finishing,,,,True,finishing
,,,,finishs,,,,,,,True,,finishs
,,,finley,,,finley,finley,,,,,,finley
,,,finn,,,,,,,,,,finn
,,,finnegan,,,,,,,,,,finnegan
,,,finnley,,,,,,,,,,finnley
,,,fiona,,,fiona,,,,,,,fiona
,,,,fire,,,,fire,,,,,fire
,,,,,,,,fired,,True,,,fired
,,,,fires,,,,,,,True,,fires
,,,,,,,,firing,,,,True,firing
,firm,,,,,,,firm,,,,,firm
,,,,,,,,firmed,,True,,,firmed
,,,,,,,,firming,,,,True,firming
,first,first,,,,,,,,,,,first
,,,,,,,fischer,,,,,,fischer
,,,,fish,,,,fish,,,,,fish
,,,,,,,,fished,,True,,,fished
,,,fisher,,,,fisher,,,,,,fisher
,,,,fishing,,,,fishing,,,,True,fishing
,,,,fishings,,,,,,,True,,fishings
,,,,fishs,,,,,,,True,,fishs
,fit,,,,,,,fit,,,,,fit
,,,,,,,,"fit, fitted",True,,,,"fit, fitted"
,,,,,,,,fited,,True,,,fited
,,,,,,,,fiting,,,,True,fiting
,,,,,,,fitzgerald,,,,,,fitzgerald
,,,,,,,fitzpatrick,,,,,,fitzpatrick
,,,,fix,,,,fix,,,,,fix
,,,,,,,,fixed,,True,,,fixed
,,,,,,,,fixeded,,True,,,fixeded
,,,,,,,,fixing,,,,True,fixing
,,,,fixs,,,,,,,True,,fixs
flat,flat,flat,,,,,,,,,,,flat
flats,,,,,,,,,,,,,flats
fld,,,,,,,,,,,,,fld
flds,,,,,,,,,,,,,flds
,,,,,,,fleming,,,,,,fleming
,,,fletcher,,,,fletcher,,,,,,fletcher
,,,,,,,,flew,,True,,,flew
,,,,flies,,,,,,,True,,flies
,,,,flight,,,,,,,,,flight
,,,,flights,,,,,,,True,,flights
,,,,floor,,,,floor,,,,,floor
,,,,,,,,floored,,True,,,floored
,,,,,,,,flooring,,,,True,flooring
,,,,floors,,,,,,,True,,floors
,,,florence,,,florence,,,,,,,florence
,,,,,,,flores,,,,,,flores
,,,,flow,,,,flow,,,,,flow
,,,,,,,,flowed,,True,,,flowed
,,,,flower,,,,flower,,,,,flower
,,,,,,,,flowered,,True,,,flowered
,,,,,,,,flowering,,,,True,flowering
,,,,flowers,,,flowers,,,,True,,flowers
,,,,,,,,flowing,,,,True,flowing
,,,,,,,,flown,True,,,,flown
,,,,flows,,,,,,,True,,flows
,,,,,,,floyd,,,,,,floyd
fls,,,,,,,,,,,,,fls
flt,,,,,,,,,,,,,flt
flts,,,,,,,,,,,,,flts
,,,,fly,,,,fly,,,,,fly
,,,,,,,,flyed,,True,,,flyed
,,,,,,,,flying,,,,True,flying
,,,flynn,,,,flynn,,,,,,flynn
,,,,focus,,,,focus,,,,,focus
,,,,,,,,focused,,True,,,focused
,,,,focuses,,,,,,,True,,focuses
,,,,,,,,focusing,,,,True,focusing
,,,,fold,,,,fold,,,,,fold
,,,,,,,,folded,,True,,,folded
,,,,,,,,folding,,,,True,folding
,,,,folds,,,,,,,True,,folds
,,,,,,,foley,,,,,,foley
,,,,,,,,follow,,,,,follow
,,,,,,,,followed,,True,,,followed
,,,,following,following,,,following,,,,True,following
,,,,followings,,,,,,,True,,followings
,,,,food,,,,,,,,,food
,,,,foods,,,,,,,True,,foods
,,,,foot,,,,foot,,,,,foot
,,,,football,,,,,,,,,football
,,,,footballs,,,,,,,True,,footballs
,,,,,,,,footed,,True,,,footed
,,,,,,,,footing,,,,True,footing
,,,,foots,,,,,,,True,,foots
,,,,,for,,,,,,,,for
,,,,force,,,,force,,,,,force
,,,,,,,,forced,,True,,,forced
,,,,forces,,,,,,,True,,forces
,,,,,,,,forcing,,,,True,forcing
ford,,,ford,,,,ford,,,,,,ford
fords,,,,,,,,,,,,,fords
,foreign,,,,,,,,,,,,foreign
forest,,,,,,,,,,,,,forest
forests,,,,,,,,,,,,,forests
,,forever,,forever,,,,,,,,,forever
,,,,forevers,,,,,,,True,,forevers
forg,,,,,,,,,,,,,forg
forge,,,,,,,,,,,,,forge
forges,,,,,,,,,,,,,forges
,,,,,,,,forget,,,,,forget
,,,,,,,,forgeted,,True,,,forgeted
,,,,,,,,forgeting,,,,True,forgeting
,,,,,,,,forgot,,True,,,forgot
,,,,,,,,forgotten,True,,,,forgotten
fork,,,,,,,,,,,,,fork
forks,,,,,,,,,,,,,forks
,,,,form,,,,form,,,,,form
,formal,,,formal,,,,,,,,,formal
,,,,formals,,,,,,,True,,formals
,,,,,,,,formed,,True,,,formed
,former,,,,,,,,,,,,former
,,,,,,,,forming,,,,True,forming
,,,,forms,,,,,,,True,,forms
,,,forrest,,,,,,,,,,forrest
fort,,,,,,,,,,,,,fort
,,forth,,,,,,,,,,,forth
