term,"dict_address","dict_adjective","dict_adverb","dict_first_name","dict_medical","dict_noun","dict_preposition","dict_pronoun","dict_surname","dict_verb","past_participle","past_tense",plural,"present_tense"
ensured,,,,,,,,,,ensured,,True,,
ensuring,,,,,,,,,,ensuring,,,,True
enter,,,,,,,,,,enter,,,,
entered,,,,,,,,,,entered,,True,,
entering,,,,,,,,,,entering,,,,True
entertainment,,,,,,entertainment,,,,,,,,
entertainments,,,,,,entertainments,,,,,,,True,
enthusiasm,,,,,,enthusiasm,,,,,,,,
enthusiasms,,,,,,enthusiasms,,,,,,,True,
entire,,entire,,,,,,,,,,,,
entrance,,,,,,entrance,,,,entrance,,,,
entranced,,,,,,,,,,entranced,,True,,
entrances,,,,,,entrances,,,,,,,True,
entrancing,,,,,,,,,,entrancing,,,,True
entries,,,,,,entries,,,,,,,True,
entry,,,,,,entry,,,,,,,,
environment,,,,,,environment,,,,,,,,
environmental,,environmental,,,,,,,,,,,,
environments,,,,,,environments,,,,,,,True,
enzo,,,,enzo,,,,,,,,,,
ephraim,,,,ephraim,,,,,,,,,,
epidermis,,,,,epidermis,,,,,,,,,
equal,,equal,,,,equal,,,,,,,,
equally,,,equally,,,,,,,,,,,
equals,,,,,,equals,,,,,,,True,
equipment,,,,,,equipment,,,,,,,,
equipments,,,,,,equipments,,,,,,,True,
equivalent,,equivalent,,,,equivalent,,,,,,,,
equivalents,,,,,,equivalents,,,,,,,True,
eric,,,,eric,,,,,,,,,,
erica,,,,erica,,,,,,,,,,
erick,,,,erick,,,,,,,,,,
erickson,,,,,,,,,erickson,,,,,
erik,,,,erik,,,,,,,,,,
erika,,,,erika,,,,,,,,,,
erin,,,,erin,,,,,,,,,,
ernest,,,,ernest,,,,,,,,,,
ernesto,,,,ernesto,,,,,,,,,,
error,,,,,,error,,,,,,,,
errors,,,,,,errors,,,,,,,True,
escape,,,,,,escape,,,,escape,,,,
escaped,,,,,,,,,,escaped,,True,,
escapes,,,,,,escapes,,,,,,,True,
escaping,,,,,,,,,,escaping,,,,True
escobar,,,,,,,,,escobar,,,,,
esme,,,,esme,,,,,,,,,,
esmeralda,,,,esmeralda,,,,,,,,,,
esparza,,,,,,,,,esparza,,,,,
especially,,,especially,,,,,,,,,,,
esperanza,,,,esperanza,,,,,,,,,,
espinosa,,,,,,,,,espinosa,,,,,
espinoza,,,,,,,,,espinoza,,,,,
esquivel,,,,,,,,,esquivel,,,,,
essay,,,,,,essay,,,,essay,,,,
essayed,,,,,,,,,,essayed,,True,,
essaying,,,,,,,,,,essaying,,,,True
essays,,,,,,essays,,,,,,,True,
essentially,,,essentially,,,,,,,,,,,
est,est,,,,,,,,,,,,,
establish,,,,,,,,,,establish,,,,
established,,,,,,,,,,established,,True,,
establishing,,,,,,,,,,establishing,,,,True
establishment,,,,,,establishment,,,,,,,,
establishments,,,,,,establishments,,,,,,,True,
estate,estate,,,,,estate,,,,,,,,
estates,estates,,,,,estates,,,,,,,True,
esteban,,,,esteban,,,,,,,,,,
estella,,,,estella,,,,,,,,,,
estelle,,,,estelle,,,,,,,,,,
estes,,,,,,,,,estes,,,,,
esther,,,,esther,,,,,,,,,,
estimate,,,,,,estimate,,,,estimate,,,,
estimated,,,,,,,,,,estimated,,True,,
estimates,,,,,,estimates,,,,,,,True,
estimating,,,,,,,,,,estimating,,,,True
estrada,,,,,,,,,estrada,,,,,
estrella,,,,estrella,,,,,,,,,,
ests,ests,,,,,,,,,,,,,
ethan,,,,ethan,,,,,,,,,,
eugene,,,,eugene,,,,,,,,,,
eva,,,,eva,,,,,,,,,,
evalyn,,,,evalyn,,,,,,,,,,
evan,,,,evan,,,,,,,,,,
evangeline,,,,evangeline,,,,,,,,,,
evans,,,,,,,,,evans,,,,,
eve,,,,eve,,,,,,,,,,
evelyn,,,,evelyn,,,,,,,,,,
evelynn,,,,evelynn,,,,,,,,,,
even,,even,,,,,,,,even,,,,
evened,,,,,,,,,,evened,,True,,
evening,,evening,,,,evening,,,,evening,,,,True
evenings,,,,,,evenings,,,,,,,True,
event,,,,,,event,,,,,,,,
events,,,,,,events,,,,,,,True,
eventually,,,eventually,,,,,,,,,,,
ever,,,ever,,,,,,,,,,,
everett,,,,everett,,,,,everett,,,,,
everlee,,,,everlee,,,,,,,,,,
everleigh,,,,everleigh,,,,,,,,,,
everly,,,,everly,,,,,,,,,,
every,,every,,,,,,,,,,,,
everybody,,,,,,,,everybody,,,,,,
everyone,,,,,,,,everyone,,,,,,
everything,,,,,,,,everything,,,,,,
everywhere,,,everywhere,,,,,,,,,,,
evidence,,,,,,evidence,,,,evidence,,,,
evidenced,,,,,,,,,,evidenced,,True,,
evidences,,,,,,evidences,,,,,,,True,
evidencing,,,,,,,,,,evidencing,,,,True
evie,,,,evie,,,,,,,,,,
exact,,exact,,,,,,,,exact,,,,
exacted,,,,,,,,,,exacted,,True,,
exacting,,,,,,,,,,exacting,,,,True
exactly,,,exactly,,,,,,,,,,,
exam,,,,,,exam,,,,,,,,
examination,,,,,,examination,,,,,,,,
examinations,,,,,,examinations,,,,,,,True,
examine,,,,,,,,,,examine,,,,
examined,,,,,,,,,,examined,,True,,
examining,,,,,,,,,,examining,,,,True
example,,,,,,example,,,,example,,,,
exampled,,,,,,,,,,exampled,,True,,
examples,,,,,,examples,,,,,,,True,
exampling,,,,,,,,,,exampling,,,,True
exams,,,,,,exams,,,,,,,True,
excellent,,excellent,,,,,,,,,,,,
except,,,,,,,except,,,,,,,
exchange,,,,,,exchange,,,,exchange,,,,
exchanged,,,,,,,,,,exchanged,,True,,
exchanges,,,,,,exchanges,,,,,,,True,
exchanging,,,,,,,,,,exchanging,,,,True
excitement,,,,,,excitement,,,,,,,,
excitements,,,,,,excitements,,,,,,,True,
exciting,,exciting,,,,,,,,,,,,
excuse,,,,,,excuse,,,,excuse,,,,
excused,,,,,,,,,,excused,,True,,
excuses,,,,,,excuses,,,,,,,True,
excusing,,,,,,,,,,excusing,,,,True
exercise,,,,,,exercise,,,,exercise,,,,
exercised,,,,,,,,,,exercised,,True,,
exercises,,,,,,exercises,,,,,,,True,
exercising,,,,,,,,,,exercising,,,,True
exist,,,,,,,,,,exist,,,,
existed,,,,,,,,,,existed,,True,,
existing,,existing,,,,,,,,existing,,,,True
exit,,,,,,exit,,,,exit,,,,
exited,,,,,,,,,,exited,,True,,
exiting,,,,,,,,,,exiting,,,,True
exits,,,,,,exits,,,,,,,True,
exp,exp,,,,,,,,,,,,,
expand,,,,,,,,,,expand,,,,
expanded,,,,,,,,,,expanded,,True,,
expanding,,,,,,,,,,expanding,,,,True
expect,,,,,,,,,,expect,,,,
expectation,,,,,,expectation,,,,,,,,
expectations,,,,,,expectations,,,,,,,True,
expected,,,,,,,,,,expected,,True,,
expecting,,,,,,,,,,expecting,,,,True
expense,,,,,,expense,,,,,,,,
expenses,,,,,,expenses,,,,,,,True,
expensive,,expensive,,,,,,,,,,,,
experience,,,,,,experience,,,,experience,,,,
experienced,,,,,,,,,,experienced,,True,,
experienceded,,,,,,,,,,experienceded,,True,,
experiences,,,,,,experiences,,,,,,,True,
experiencing,,,,,,,,,,experiencing,,,,True
expert,,expert,,,,expert,,,,,,,,
experts,,,,,,experts,,,,,,,True,
explain,,,,,,,,,,explain,,,,
explained,,,,,,,,,,explained,,True,,
explaining,,,,,,,,,,explaining,,,,True
explanation,,,,,,explanation,,,,,,,,
explanations,,,,,,explanations,,,,,,,True,
explore,,,,,,,,,,explore,,,,
explored,,,,,,,,,,explored,,True,,
exploring,,,,,,,,,,exploring,,,,True
expose,,,,,,,,,,expose,,,,
exposed,,,,,,,,,,exposed,,True,,
exposing,,,,,,,,,,exposing,,,,True
expr,expr,,,,,,,,,,,,,
express,express,express,,,,,,,,express,,,,
expressed,,,,,,,,,,expressed,,True,,
expressing,,,,,,,,,,expressing,,,,True
expression,,,,,,expression,,,,,,,,
expressions,,,,,,expressions,,,,,,,True,
expressway,expressway,,,,,,,,,,,,,
expw,expw,,,,,,,,,,,,,
expy,expy,,,,,,,,,,,,,
ext,ext,,,,,,,,,,,,,
extend,,,,,,,,,,extend,,,,
extended,,,,,,,,,,extended,,True,,
extending,,,,,,,,,,extending,,,,True
extension,extension,extension,,,,extension,,,,,,,,
extensions,extensions,,,,,extensions,,,,,,,True,
extent,,,,,,extent,,,,,,,,
extents,,,,,,extents,,,,,,,True,
external,,external,,,,external,,,,,,,,
externals,,,,,,externals,,,,,,,True,
extn,extn,,,,,,,,,,,,,
extnsn,extnsn,,,,,,,,,,,,,
extra,,extra,extra,,,,,,,,,,,
extreme,,extreme,,,,extreme,,,,,,,,
extremely,,,extremely,,,,,,,,,,,
extremes,,,,,,extremes,,,,,,,True,
exts,exts,,,,,,,,,,,,,
eye,,,,,,eye,,,,eye,,,,
eyed,,,,,,,,,,eyed,,True,,
eyes,,,,,,eyes,,,,,,,True,
eying,,,,,,,,,,eying,,,,True
ezekiel,,,,ezekiel,,,,,,,,,,
ezequiel,,,,ezequiel,,,,,,,,,,
ezra,,,,ezra,,,,,,,,,,
fabian,,,,fabian,,,,,,,,,,
face,,,,,,face,,,,face,,,,
faced,,,,,,,,,,faced,,True,,
faces,,,,,,faces,,,,,,,True,
facing,,,,,,,,,,facing,,,,True
fact,,,,,,fact,,,,,,,,
factor,,,,,,factor,,,,factor,,,,
factored,,,,,,,,,,factored,,True,,
factoring,,,,,,,,,,factoring,,,,True
factors,,,,,,factors,,,,,,,True,
facts,,,,,,facts,,,,,,,True,
fail,,,,,,fail,,,,fail,,,,
failed,,,,,,,,,,failed,,True,,
failing,,,,,,,,,,failing,,,,True
fails,,,,,,fails,,,,,,,True,
failure,,,,,,failure,,,,,,,,
failures,,,,,,failures,,,,,,,True,
fair,,fair,fair,,,,,,,,,,,
fairly,,,fairly,,,,,,,,,,,
faith,,,,faith,,,,,,,,,,
fall,fall,,,,,fall,,,,fall,,,,
falled,,,,,,,,,,falled,,True,,
fallen,,,,,,,,,,fallen,True,,,
falling,,,,,,,,,,falling,,,,True
falls,falls,,,,,falls,,,,,,,True,
false,,false,false,,,,,,,,,,,
familiar,,familiar,,,,familiar,,,,,,,,
familiars,,,,,,familiars,,,,,,,True,
families,,,,,,families,,,,,,,True,
family,,,,,,family,,,,,,,,
famous,,famous,,,,,,,,,,,,
fan,,,,,,fan,,,,fan,,,,
faned,,,,,,,,,,faned,,True,,
faning,,,,,,,,,,faning,,,,True
fans,,,,,,fans,,,,,,,True,
far,,far,far,,,,,,,,,,,
farley,,,,,,,,,farley,,,,,
farm,,,,,,farm,,,,farm,,,,
farmed,,,,,,,,,,farmed,,True,,
farmer,,,,,,farmer,,,farmer,,,,,
farmers,,,,,,farmers,,,,,,,True,
farming,,,,,,,,,,farming,,,,True
farms,,,,,,farms,,,,,,,True,
farrell,,,,,,,,,farrell,,,,,
fast,,fast,fast,,,,,,,,,,,
fat,,fat,,,,fat,,,,,,,,
father,,,,,,father,,,,father,,,,
fathered,,,,,,,,,,fathered,,True,,
fathering,,,,,,,,,,fathering,,,,True
fathers,,,,,,fathers,,,,,,,True,
fatima,,,,fatima,,,,,,,,,,
fats,,,,,,fats,,,,,,,True,
faulkner,,,,,,,,,faulkner,,,,,
fault,,,,,,fault,,,,fault,,,,
faulted,,,,,,,,,,faulted,,True,,
faulting,,,,,,,,,,faulting,,,,True
faults,,,,,,faults,,,,,,,True,
faye,,,,faye,,,,,,,,,,
fear,,,,,,fear,,,,fear,,,,
feared,,,,,,,,,,feared,,True,,
fearing,,,,,,,,,,fearing,,,,True
fears,,,,,,fears,,,,,,,True,
feature,,,,,,feature,,,,feature,,,,
featured,,,,,,,,,,featured,,True,,
features,,,,,,features,,,,,,,True,
featuring,,,,,,,,,,featuring,,,,True
federal,,federal,,,,,,,,,,,,
fee,,,,,,fee,,,,fee,,,,
feed,,,,,,feed,,,,feed,,True,,
feedback,,,,,,feedback,,,,,,,,
feedbacks,,,,,,feedbacks,,,,,,,True,
feeded,,,,,,,,,,feeded,,True,,
feeds,,,,,,feeds,,,,,,,True,
feeing,,,,,,,,,,feeing,,,,True
feel,,,,,,feel,,,,feel,,,,
feeled,,,,,,,,,,feeled,,True,,
feeling,,feeling,,,,feeling,,,,feeling,,,,True
feelings,,,,,,feelings,,,,,,,True,
feels,,,,,,feels,,,,,,,True,
fees,,,,,,fees,,,,,,,True,
felicity,,,,felicity,,,,,,,,,,
felipe,,,,felipe,,,,,,,,,,
felix,,,,felix,,,,,felix,,,,,
fell,,,,,,,,,,fell,,True,,
felt,,,,,,,,,,felt,True,,,
female,,female,,,,female,,,,,,,,
females,,,,,,females,,,,,,,True,
ferguson,,,,,,,,,ferguson,,,,,
fernanda,,,,fernanda,,,,,,,,,,
fernandez,,,,,,,,,fernandez,,,,,
fernando,,,,fernando,,,,,,,,,,
ferry,ferry,,,,,,,,,,,,,
few,,few,,,,few,,,,,,,,
fews,,,,,,fews,,,,,,,True,
field,field,,,,,field,,,,field,,,,
fielded,,,,,,,,,,fielded,,True,,
fielding,,,,,,,,,,fielding,,,,True
fields,fields,,,,,fields,,,fields,,,,True,
fight,,,,,,fight,,,,fight,,,,
fighted,,,,,,,,,,fighted,,True,,
fighting,,,,,,,,,,fighting,,,,True
fights,,,,,,fights,,,,,,,True,
figueroa,,,,,,,,,figueroa,,,,,
figure,,,,,,figure,,,,figure,,,,
figured,,,,,,,,,,figured,,True,,
figures,,,,,,figures,,,,,,,True,
figuring,,,,,,,,,,figuring,,,,True
file,,,,,,file,,,,file,,,,
filed,,,,,,,,,,filed,,True,,
files,,,,,,files,,,,,,,True,
filing,,,,,,,,,,filing,,,,True
fill,,,,,,fill,,,,fill,,,,
filled,,,,,,,,,,filled,,True,,
filling,,,,,,,,,,filling,,,,True
fills,,,,,,fills,,,,,,,True,
film,,,,,,film,,,,film,,,,
filmed,,,,,,,,,,filmed,,True,,
filming,,,,,,,,,,filming,,,,True
films,,,,,,films,,,,,,,True,
final,,final,,,,final,,,,,,,,
finally,,,finally,,,,,,,,,,,
finals,,,,,,finals,,,,,,,True,
finance,,,,,,finance,,,,finance,,,,
financed,,,,,,,,,,financed,,True,,
finances,,,,,,finances,,,,,,,True,
financial,,financial,,,,,,,,,,,,
financing,,,,,,,,,,financing,,,,True
find,,,,,,,,,,find,,,,
finded,,,,,,,,,,finded,,True,,
finding,,,,,,finding,,,,finding,,,,True
findings,,,,,,findings,,,,,,,True,
fine,,fine,fine,,,,,,,,,,,
finger,,,,,,finger,,,,finger,,,,
fingered,,,,,,,,,,fingered,,True,,
fingering,,,,,,,,,,fingering,,,,True
fingers,,,,,,fingers,,,,,,,True,
finish,,,,,,finish,,,,finish,,,,
finished,,,,,,,,,,finished,,True,,
finishing,,,,,,,,,,finishing,,,,True
finishs,,,,,,finishs,,,,,,,True,
finley,,,,finley,,,,,finley,,,,,
finn,,,,finn,,,,,,,,,,
finnegan,,,,finnegan,,,,,,,,,,
finnley,,,,finnley,,,,,,,,,,
fiona,,,,fiona,,,,,,,,,,
fire,,,,,,fire,,,,fire,,,,
fired,,,,,,,,,,fired,,True,,
fires,,,,,,fires,,,,,,,True,
firing,,,,,,,,,,firing,,,,True
firm,,firm,,,,,,,,firm,,,,
firmed,,,,,,,,,,firmed,,True,,
firming,,,,,,,,,,firming,,,,True
first,,first,first,,,,,,,,,,,
fischer,,,,,,,,,fischer,,,,,
fish,,,,,,fish,,,,fish,,,,
fished,,,,,,,,,,fished,,True,,
fisher,,,,fisher,,,,,fisher,,,,,
fishing,,,,,,fishing,,,,fishing,,,,True
fishings,,,,,,fishings,,,,,,,True,
fishs,,,,,,fishs,,,,,,,True,
fit,,fit,,,,,,,,fit,,,,
"fit, fitted",,,,,,,,,,"fit, fitted",True,,,
fited,,,,,,,,,,fited,,True,,
fiting,,,,,,,,,,fiting,,,,True
fitzgerald,,,,,,,,,fitzgerald,,,,,
fitzpatrick,,,,,,,,,fitzpatrick,,,,,
fix,,,,,,fix,,,,fix,,,,
fixed,,,,,,,,,,fixed,,True,,
fixeded,,,,,,,,,,fixeded,,True,,
fixing,,,,,,,,,,fixing,,,,True
fixs,,,,,,fixs,,,,,,,True,
flat,flat,flat,flat,,,,,,,,,,,
flats,flats,,,,,,,,,,,,,
fld,fld,,,,,,,,,,,,,
flds,flds,,,,,,,,,,,,,
fleming,,,,,,,,,fleming,,,,,
fletcher,,,,fletcher,,,,,fletcher,,,,,
flew,,,,,,,,,,flew,,True,,
flies,,,,,,flies,,,,,,,True,
flight,,,,,,flight,,,,,,,,
flights,,,,,,flights,,,,,,,True,
floor,,,,,,floor,,,,floor,,,,
floored,,,,,,,,,,floored,,True,,
flooring,,,,,,,,,,flooring,,,,True
floors,,,,,,floors,,,,,,,True,
florence,,,,florence,,,,,,,,,,
flores,,,,,,,,,flores,,,,,
flow,,,,,,flow,,,,flow,,,,
flowed,,,,,,,,,,flowed,,True,,
flower,,,,,,flower,,,,flower,,,,
flowered,,,,,,,,,,flowered,,True,,
flowering,,,,,,,,,,flowering,,,,True
flowers,,,,,,flowers,,,flowers,,,,True,
flowing,,,,,,,,,,flowing,,,,True
flown,,,,,,,,,,flown,True,,,
flows,,,,,,flows,,,,,,,True,
floyd,,,,,,,,,floyd,,,,,
fls,fls,,,,,,,,,,,,,
flt,flt,,,,,,,,,,,,,
flts,flts,,,,,,,,,,,,,
fly,,,,,,fly,,,,fly,,,,
flyed,,,,,,,,,,flyed,,True,,
flyer,,,,,,flyer,,,,,,,,
flyers,,,,,,flyers,,,,,,,True,
flying,,,,,,,,,,flying,,,,True
flynn,,,,flynn,,,,,flynn,,,,,
focus,,,,,,focus,,,,focus,,,,
focused,,,,,,,,,,focused,,True,,
focuses,,,,,,focuses,,,,,,,True,
focusing,,,,,,,,,,focusing,,,,True
fold,,,,,,fold,,,,fold,,,,
folded,,,,,,,,,,folded,,True,,
folding,,,,,,,,,,folding,,,,True
folds,,,,,,folds,,,,,,,True,
foley,,,,,,,,,foley,,,,,
follow,,,,,,,,,,follow,,,,
followed,,,,,,,,,,followed,,True,,
follower,,,,,,follower,,,,,,,,
followers,,,,,,followers,,,,,,,True,
following,,,,,,following,following,,,following,,,,True
followings,,,,,,followings,,,,,,,True,
food,,,,,,food,,,,,,,,
foods,,,,,,foods,,,,,,,True,
foot,,,,,,foot,,,,foot,,,,
football,,,,,,football,,,,,,,,
footballs,,,,,,footballs,,,,,,,True,
footed,,,,,,,,,,footed,,True,,
footing,,,,,,,,,,footing,,,,True
foots,,,,,,foots,,,,,,,True,
for,,,,,,,for,,,,,,,
force,,,,,,force,,,,force,,,,
forced,,,,,,,,,,forced,,True,,
forces,,,,,,forces,,,,,,,True,
forcing,,,,,,,,,,forcing,,,,True
ford,ford,,,ford,,,,,ford,,,,,
fords,fords,,,,,,,,,,,,,
foreign,,foreign,,,,,,,,,,,,
forest,forest,,,,,,,,,,,,,
forests,forests,,,,,,,,,,,,,
forever,,,forever,,,forever,,,,,,,,
forevers,,,,,,forevers,,,,,,,True,
forg,forg,,,,,,,,,,,,,
forge,forge,,,,,,,,,,,,,
forges,forges,,,,,,,,,,,,,
forget,,,,,,,,,,forget,,,,
forgeted,,,,,,,,,,forgeted,,True,,
forgeting,,,,,,,,,,forgeting,,,,True
forgot,,,,,,,,,,forgot,,True,,
forgotten,,,,,,,,,,forgotten,True,,,
fork,fork,,,,,,,,,,,,,
forklift,,,,,,forklift,,,,,,,,
forks,forks,,,,,,,,,,,,,
form,,,,,,form,,,,form,,,,
formal,,formal,,,,formal,,,,,,,,
formals,,,,,,formals,,,,,,,True,
formed,,,,,,,,,,formed,,True,,
former,,former,,,,,,,,,,,,
forming,,,,,,,,,,forming,,,,True
forms,,,,,,forms,,,,,,,True,
forrest,,,,forrest,,,,,,,,,,
fort,fort,,,,,,,,,,,,,
forth,,,forth,,,,,,,,,,,
fortune,,,,,,fortune,,,,,,,,
fortunes,,,,,,fortunes,,,,,,,True,
forward,,forward,forward,,,,,,,,,,,
foster,,,,foster,,,,,foster,,,,,
fought,,,,,,,,,,fought,True,,,
found,,,,,,,,,,found,True,,,
foundation,,,,,,foundation,,,,,,,,
foundations,,,,,,foundations,,,,,,,True,
fowler,,,,,,,,,fowler,,,,,
fox,,,,fox,,,,,fox,,,,,
fracture,,,,,fracture,,,,,,,,,
frame,,,,,,frame,,,,frame,,,,
framed,,,,,,,,,,framed,,True,,
frames,,,,,,frames,,,,,,,True,
framing,,,,,,,,,,framing,,,,True
frances,,,,frances,,,,,,,,,,
francesca,,,,francesca,,,,,,,,,,
francis,,,,francis,,,,,francis,,,,,
francisco,,,,francisco,,,,,,,,,,
franco,,,,franco,,,,,franco,,,,,
frank,,,,frank,,,,,frank,,,,,
frankie,,,,frankie,,,,,,,,,,
franklin,,,,franklin,,,,,franklin,,,,,
frazier,,,,,,,,,frazier,,,,,
frd,frd,,,,,,,,,,,,,
frds,frds,,,,,,,,,,,,,
frederick,,,,frederick,,,,,frederick,,,,,
free,,free,free,,,,,,,,,,,
freedom,,,,,,freedom,,,,,,,,
freedoms,,,,,,freedoms,,,,,,,True,
freeman,,,,,,,,,freeman,,,,,
freeway,freeway,,,,,,,,,,,,,
freewy,freewy,,,,,,,,,,,,,
french,,,,,,,,,french,,,,,
frequent,,frequent,,,,,,,,frequent,,,,
frequented,,,,,,,,,,frequented,,True,,
frequenting,,,,,,,,,,frequenting,,,,True
frequently,,,frequently,,,,,,,,,,,
fresh,,fresh,fresh,,,,,,,,,,,
freya,,,,freya,,,,,,,,,,
frg,frg,,,,,,,,,,,,,
frgs,frgs,,,,,,,,,,,,,
frida,,,,frida,,,,,,,,,,
friedman,,,,,,,,,friedman,,,,,
friend,,,,,,friend,,,,friend,,,,
friended,,,,,,,,,,friended,,True,,
friending,,,,,,,,,,friending,,,,True
friendly,,friendly,,,,,,,,,,,,
friends,,,,,,friends,,,,,,,True,
friendship,,,,,,friendship,,,,,,,,
friendships,,,,,,friendships,,,,,,,True,
frk,frk,,,,,,,,,,,,,
frks,frks,,,,,,,,,,,,,
from,,,,,,,from,,,,,,,
front,,front,,,,front,,,,,,,,
fronts,,,,,,fronts,,,,,,,True,
frost,,,,,,,,,frost,,,,,
frry,frry,,,,,,,,,,,,,
frst,frst,,,,,,,,,,,,,
frt,frt,,,,,,,,,,,,,
fruit,,,,,,fruit,,,,fruit,,,,
fruited,,,,,,,,,,fruited,,True,,
fruiting,,,,,,,,,,fruiting,,,,True
fruits,,,,,,fruits,,,,,,,True,
frway,frway,,,,,,,,,,,,,
frwy,frwy,,,,,,,,,,,,,
fry,fry,,,,,,,,fry,,,,,
frye,,,,,,,,,frye,,,,,
ft,ft,,,,,,,,,,,,,
fuel,,,,,,fuel,,,,fuel,,,,
fueled,,,,,,,,,,fueled,,True,,
fueling,,,,,,,,,,fueling,,,,True
fuels,,,,,,fuels,,,,,,,True,
fuentes,,,,,,,,,fuentes,,,,,
full,,full,full,,,,,,,,,,,
fuller,,,,,,,,,fuller,,,,,
fully,,,fully,,,,,,,,,,,
fun,,fun,,,,fun,,,,,,,,
function,,,,,,function,,,,function,,,,
functioned,,,,,,,,,,functioned,,True,,
functioning,,,,,,,,,,functioning,,,,True
functions,,,,,,functions,,,,,,,True,
funeral,,,,,,funeral,,,,,,,,
funerals,,,,,,funerals,,,,,,,True,
funnies,,,,,,funnies,,,,,,,True,
funny,,funny,,,,funny,,,,,,,,
funs,,,,,,funs,,,,,,,True,
future,,future,,,,future,,,,,,,,
futures,,,,,,futures,,,,,,,True,
fwy,fwy,,,,,,,,,,,,,
gabriel,,,,gabriel,,,,,,,,,,
gabriela,,,,gabriela,,,,,,,,,,
gabriella,,,,gabriella,,,,,,,,,,
gabrielle,,,,gabrielle,,,,,,,,,,
gael,,,,gael,,,,,,,,,,
gage,,,,gage,,,,,,,,,,
gain,,,,,,gain,,,,gain,,,,
gained,,,,,,,,,,gained,,True,,
gaines,,,,,,,,,gaines,,,,,
gaining,,,,,,,,,,gaining,,,,True
gains,,,,,,gains,,,,,,,True,
galilea,,,,galilea,,,,,,,,,,
galindo,,,,,,,,,galindo,,,,,
gallagher,,,,,,,,,gallagher,,,,,
gallegos,,,,,,,,,gallegos,,,,,
galvan,,,,,,,,,galvan,,,,,
game,,game,,,,game,,,,,,,,
games,,,,,,games,,,,,,,True,
gannon,,,,gannon,,,,,,,,,,
gap,,,,,,gap,,,,gap,,,,
gaped,,,,,,,,,,gaped,,True,,
gaping,,,,,,,,,,gaping,,,,True
gaps,,,,,,gaps,,,,,,,True,
garage,,,,,,garage,,,,garage,,,,
garaged,,,,,,,,,,garaged,,True,,
garages,,,,,,garages,,,,,,,True,
garaging,,,,,,,,,,garaging,,,,True
garbage,,,,,,garbage,,,,,,,,
garbages,,,,,,garbages,,,,,,,True,
garcia,,,,,,,,,garcia,,,,,
garden,garden,,,,,garden,,,,garden,,,,
gardened,,,,,,,,,,gardened,,True,,
gardening,,,,,,,,,,gardening,,,,True
gardens,gardens,,,,,gardens,,,,,,,True,
gardn,gardn,,,,,,,,,,,,,
gardner,,,,,,,,,gardner,,,,,
garner,,,,,,,,,garner,,,,,
garrett,,,,garrett,,,,,garrett,,,,,
garrison,,,,,,,,,garrison,,,,,
gary,,,,gary,,,,,,,,,,
garza,,,,,,,,,garza,,,,,
gas,,,,,,gas,,,,gas,,,,
gased,,,,,,,,,,gased,,True,,
gases,,,,,,gases,,,,,,,True,
gasing,,,,,,,,,,gasing,,,,True
gate,,,,,,gate,,,,,,,,
gates,,,,,,gates,,,gates,,,,True,
gateway,gateway,,,,,,,,,,,,,
gatewy,gatewy,,,,,,,,,,,,,
gather,,,,,,gather,,,,gather,,,,
gathered,,,,,,,,,,gathered,,True,,
gathering,,,,,,,,,,gathering,,,,True
gathers,,,,,,gathers,,,,,,,True,
gatlin,,,,gatlin,,,,,,,,,,
gatway,gatway,,,,,,,,,,,,,
gave,,,,,,,,,,gave,,True,,
gavin,,,,gavin,,,,,,,,,,
gdn,gdn,,,,,,,,,,,,,
gdns,gdns,,,,,,,,,,,,,
gear,,,,,,gear,,,,gear,,,,
geared,,,,,,,,,,geared,,True,,
gearing,,,,,,,,,,gearing,,,,True
gears,,,,,,gears,,,,,,,True,
gemma,,,,gemma,,,,,,,,,,
gene,,,,,,gene,,,,,,,,
general,,general,,,,general,,,,,,,,
generally,,,generally,,,,,,,,,,,
generals,,,,,,generals,,,,,,,True,
generate,,,,,,,,,,generate,,,,
generated,,,,,,,,,,generated,,True,,
generating,,,,,,,,,,generating,,,,True
genes,,,,,,genes,,,,,,,True,
genesis,,,,genesis,,,,,,,,,,
genevieve,,,,genevieve,,,,,,,,,,
gently,,,gently,,,,,,,,,,,
gentry,,,,,,,,,gentry,,,,,
george,,,,george,,,,,george,,,,,
georgia,,,,georgia,,,,,,,,,,
gerald,,,,gerald,,,,,,,,,,
gerardo,,,,gerardo,,,,,,,,,,
get,,,,,,,,,,get,,,,
geted,,,,,,,,,,geted,,True,,
geting,,,,,,,,,,geting,,,,True
gia,,,,gia,,,,,,,,,,
giana,,,,giana,,,,,,,,,,
giancarlo,,,,giancarlo,,,,,,,,,,
gianluca,,,,gianluca,,,,,,,,,,
gianna,,,,gianna,,,,,,,,,,
gianni,,,,gianni,,,,,,,,,,
gibbs,,,,,,,,,gibbs,,,,,
gibson,,,,gibson,,,,,gibson,,,,,
gideon,,,,gideon,,,,,,,,,,
gift,,,,,,gift,,,,gift,,,,
gifted,,,,,,,,,,gifted,,True,,
gifting,,,,,,,,,,gifting,,,,True
gifts,,,,,,gifts,,,,,,,True,
gilbert,,,,,,,,,gilbert,,,,,
giles,,,,,,,,,giles,,,,,
gill,,,,,,,,,gill,,,,,
gillespie,,,,,,,,,gillespie,,,,,
gilmore,,,,,,,,,gilmore,,,,,
